-0.01	-2.552701E-7	-0.000511
0	1.159219E-8	2.318437E-5
0.01	8.100611E-8	0.000162
0.02	6.87588E-7	0.001375
0.03	1.053583E-6	0.002107
0.04	1.386635E-6	0.002773
0.05	1.830595E-6	0.003661
0.06	2.120403E-6	0.004241
0.07	2.570529E-6	0.005141
0.08	2.829506E-6	0.005659
0.09	3.310462E-6	0.006621
0.1	3.6311E-6	0.007262
0.11	4.087393E-6	0.008175
0.12	4.420363E-6	0.008841
0.13	4.870489E-6	0.009741
0.14	5.234289E-6	0.010469
0.15	5.727578E-6	0.011455
0.16	6.085213E-6	0.01217
0.17	6.640163E-6	0.01328
0.18	6.991631E-6	0.013983
0.19	7.515751E-6	0.015032
0.2	7.910382E-6	0.015821
0.21	8.496163E-6	0.016992
0.22	8.859963E-6	0.01772
0.23	9.476575E-6	0.018953
0.24	9.852707E-6	0.019705
0.25	1.046315E-5	0.020926
0.26	1.094411E-5	0.021888
0.27	1.148157E-5	0.022963
0.28	1.215379E-5	0.024308
0.29	1.282601E-5	0.025652
0.3	1.349824E-5	0.026996
0.31	1.417046E-5	0.028341
0.32	1.429268E-5	0.028585
0.33	1.520935E-5	0.030419
0.34	1.575935E-5	0.031519
0.35	1.624824E-5	0.032496
0.36	1.704268E-5	0.034085
0.37	1.777602E-5	0.035552
0.38	1.850935E-5	0.037019
0.39	1.899824E-5	0.037996
0.4	1.979269E-5	0.039585
0.41	2.04038E-5	0.040808
0.42	2.089269E-5	0.041785
0.43	2.199269E-5	0.043985
0.44	2.242047E-5	0.044841
0.45	2.327602E-5	0.046552
0.46	2.449825E-5	0.048996
0.47	2.486491E-5	0.04973
0.48	2.584269E-5	0.051685
0.49	2.657603E-5	0.053152
0.5	2.724825E-5	0.054496
0.51	2.853158E-5	0.057063
0.52	2.895936E-5	0.057919
0.53	2.993714E-5	0.059874
0.54	3.085381E-5	0.061708
0.55	3.183159E-5	0.063663
0.56	3.256492E-5	0.06513
0.57	3.335937E-5	0.066719
0.58	3.40927E-5	0.068185
0.59	3.507048E-5	0.070141
0.6	3.592604E-5	0.071852
0.61	3.708715E-5	0.074174
0.62	3.769826E-5	0.075397
0.63	3.879826E-5	0.077597
0.64	3.965382E-5	0.079308
0.65	4.11816E-5	0.082363
0.66	4.203715E-5	0.084074
0.67	4.33816E-5	0.086763
0.68	4.423716E-5	0.088474
0.69	4.545938E-5	0.090919
0.7	4.66816E-5	0.093363
0.71	4.83316E-5	0.096663
0.72	4.992049E-5	0.099841
0.73	5.205939E-5	0.104119
0.74	5.370939E-5	0.107419
0.75	5.76205E-5	0.115241
0.76	5.988162E-5	0.119763
0.77	6.452606E-5	0.129052
0.78	6.947607E-5	0.138952
0.79	7.723719E-5	0.154474
0.8	8.457053E-5	0.169141
0.81	9.825943E-5	0.196519
0.82	0.00011	0.219497
0.83	0.000133	0.265076
0.84	0.000149	0.298076
0.85	0.000182	0.364076
0.86	0.000206	0.411743
0.87	0.000249	0.497298
0.88	0.000278	0.555965
0.89	0.000324	0.648854
0.9	0.000354	0.708743
0.91	0.0004	0.80041
0.92	0.000429	0.857854
0.93	0.000467	0.934854
0.94	0.000494	0.98741
0.95	0.000525	1.050965
0.96	0.000547	1.093743
0.97	0.000577	1.153632
0.98	0.000598	1.195188
0.99	0.000626	1.25141
1	0.000646	1.292966
1.01	0.000675	1.349188
1.02	0.000695	1.389521
1.03	0.000724	1.448188
1.04	0.000745	1.489744
1.05	0.000773	1.545966
1.06	0.000799	1.597299
1.07	0.000825	1.649855
1.08	0.000846	1.691411
1.09	0.000876	1.752522
1.1	0.000899	1.797744
1.11	0.000928	1.856411
1.12	0.000951	1.902855
1.13	0.000982	1.963966
1.14	0.00101	2.020189
1.15	0.001038	2.075189
1.16	0.001061	2.122855
1.17	0.001094	2.188856
1.18	0.001141	2.281807
1.19	0.001165	2.330647
1.2	0.001196	2.391697
1.21	0.001226	2.452747
1.22	0.001257	2.513797
1.23	0.001287	2.574847
1.24	0.001318	2.635897
1.25	0.001355	2.709158
1.26	0.001379	2.757998
1.27	0.001422	2.843468
1.28	0.001452	2.904518
1.29	0.001489	2.977778
1.3	0.001526	3.051038
1.31	0.001562	3.124298
1.32	0.001599	3.197558
1.33	0.001642	3.283028
1.34	0.001678	3.356288
1.35	0.001721	3.441758
1.36	0.001758	3.515018
1.37	0.001806	3.612698
1.38	0.001843	3.685958
1.39	0.001898	3.795849
1.4	0.001935	3.869109
1.41	0.001983	3.966789
1.42	0.002026	4.052259
1.43	0.002087	4.174359
1.44	0.002124	4.247619
1.45	0.002185	4.369719
1.46	0.002228	4.455189
1.47	0.002289	4.577289
1.48	0.002337	4.674969
1.49	0.002405	4.80928
1.5	0.002453	4.90696
1.51	0.002521	5.04127
1.52	0.002569	5.13895
1.53	0.002643	5.28547
1.54	0.002698	5.39536
1.55	0.002771	5.54188
1.56	0.002838	5.67619
1.57	0.002905	5.810501
1.58	0.002972	5.944811
1.59	0.003052	6.103541
1.6	0.003119	6.237851
1.61	0.003198	6.396581
1.62	0.003272	6.543101
1.63	0.003363	6.726252
1.64	0.003449	6.897192
1.65	0.003528	7.055922
1.66	0.003607	7.214652
1.67	0.003705	7.410012
1.68	0.00379	7.580952
1.69	0.003882	7.764103
1.7	0.00398	7.959463
1.71	0.004096	8.191453
1.72	0.004187	8.374603
1.73	0.004309	8.618803
1.74	0.004407	8.814164
1.75	0.004529	9.058364
1.76	0.004633	9.265934
1.77	0.004767	9.534554
1.78	0.004871	9.742125
1.79	0.005018	10.035165
1.8	0.005134	10.267155
1.81	0.005286	10.572405
1.82	0.005408	10.816606
1.83	0.005567	11.134066
1.84	0.005695	11.390476
1.85	0.00586	11.720147
1.86	0.006007	12.013187
1.87	0.006178	12.355067
1.88	0.006324	12.648107
